,Vehicle Name,Price,Mileage,Dealer Name,Link
24,2020 Chevrolet Silverado 1500 Base,"$34,198","49,088 mi.","
Auto Resources
",http://www.cars.com/vehicledetail/b72a7b48-0073-42ec-a18a-d3c22d96b6ee/
25,2018 Honda Accord Hybrid Touring,"$29,500","49,214 mi.","
Land Rover Livermore
",http://www.cars.com/vehicledetail/de435ceb-9934-4c53-a48b-3ccb6779ce21/
26,2017 Audi A3 2.0T Premium,"$20,998","76,619 mi.","
CarMax Pleasanton - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/fe5f9082-aaa8-489c-be65-5f6517b5fd93/
27,2022 Cadillac XT6 Premium Luxury FWD,"$52,898","5,563 mi.","
Dublin Chevrolet Cadillac
",http://www.cars.com/vehicledetail/675258f2-c33f-4fff-a686-0a92f2322b2f/
28,2009 Mercedes-Benz S-Class S 550 4MATIC,"$16,981","84,760 mi.","
Mercedes-Benz of San Jose
",http://www.cars.com/vehicledetail/6d4c0bd8-78e3-4f02-809c-fcd1974c9db9/
29,2019 BMW 440 Gran Coupe i,"$35,800","45,041 mi.","
Eastbay Motorcars
",http://www.cars.com/vehicledetail/0bdf3af2-7524-4d73-81e8-a1245b3efb0e/
30,2013 Nissan 370Z NISMO,"$30,609","48,000 mi.","
TRED Private Seller (San Jose)
",http://www.cars.com/vehicledetail/e207af1c-1b7f-4573-a0c7-551410bd8c24/
31,2012 BMW 128 i,"$17,954","67,482 mi.","
Niello BMW Elk Grove
",http://www.cars.com/vehicledetail/14ddad23-5e45-42b9-b2d0-6d87739c0f64/
32,2021 Toyota Tacoma TRD Off Road,"$43,998","8,929 mi.","
CarMax Fremont - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/b57b1451-6608-4388-bde5-b4260f76a243/
33,2021 GMC Yukon Denali,"$89,800","2,718 mi.","
Capitol Kia
",http://www.cars.com/vehicledetail/67fc67f7-e073-4386-97d1-a90442fb78d7/
34,2015 GMC Acadia Denali,"$26,998","65,588 mi.","
CarMax Capitol Expressway - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/2df316f8-7e51-4f6e-865b-ff46d17efd0d/
35,2020 BMW M8 Competition,"$99,965","18,252 mi.","
BMW of Fremont
",http://www.cars.com/vehicledetail/209c05f9-94ba-479c-92e2-2a602bcc2ed1/
36,2021 Lexus RX 350L Premium,"$49,990","18,136 mi.","
Capitol Chevrolet
",http://www.cars.com/vehicledetail/d1d12f82-7651-45e3-b85b-7966509cce7e/
37,2020 Nissan Maxima 3.5 SV,"$24,500","60,927 mi.","
Premier Nissan of San Jose
",http://www.cars.com/vehicledetail/4df1ffe5-fa20-4132-8d50-e633c81c5bbf/
38,2020 GMC Acadia AT4,"$35,998","40,000 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/512ab88b-d4a8-40a1-a34f-f3f453b501db/
39,2014 BMW 335 i,"$25,998","38,740 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/df066faf-cc0a-4414-b616-4556cf9ae5d3/
40,2019 Lexus RX 350L Premium,"$39,988","26,605 mi.","
Lexus of Stevens Creek
",http://www.cars.com/vehicledetail/4951a9db-7511-46bb-84d3-18cb6b4cfea2/
41,2020 Hyundai IONIQ Hybrid Limited,"$27,999","25,672 mi.","
Stevens Creek BMW
",http://www.cars.com/vehicledetail/a8721eef-f345-4a7e-a8f5-381114e233b1/
42,2018 Porsche Panamera Sport Turismo 4S,"$84,880","36,792 mi.","
Porsche Minneapolis
",http://www.cars.com/vehicledetail/1b739d0c-67b9-4eda-80d1-9ded8b6a5b5d/
43,2015 BMW 740 Ld xDrive,"$28,996","72,210 mi.","
Stevens Creek BMW
",http://www.cars.com/vehicledetail/a82bfda4-4694-4a56-afa3-6e86fe23f6dc/
44,2021 Mercedes-Benz E-Class E 350,"$55,655","5,618 mi.","
Mercedes-Benz of Stevens Creek
",http://www.cars.com/vehicledetail/51b8e5eb-a2a4-48b4-abf9-b3aeb2f580c1/
45,2022 Maserati Levante GT,"$71,455","2,620 mi.","
Mercedes-Benz of Stevens Creek
",http://www.cars.com/vehicledetail/8a7fdf83-0dd1-45fb-b5c7-c27cc1c8ea02/
46,2007 Lexus IS 250 ,"$5,499","208,316 mi.","
TRED Private Seller (Palo Alto)
",http://www.cars.com/vehicledetail/3356c334-3df8-4445-aed9-fca12351a90b/
47,2013 Volkswagen CC 2.0T R-Line,"$12,450","91,308 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/4b8962ef-6860-437d-b311-c28112ecc6b2/
48,2009 BMW 335 i,"$14,650","73,124 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/8c35ed27-ac0d-43cd-be30-4d2161785726/
49,2016 Lexus RX 450h F Sport,"$37,950","74,172 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/42739697-ef9a-46f8-b6b9-7c6f4feebe9d/
50,2015 Toyota Camry SE,"$15,500","102,484 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/b7244cd2-5f8c-4a89-a345-6b6d8bf5b16d/
51,2017 Toyota 4Runner Sport,"$39,900","50,221 mi.","
Toyota Walnut Creek
",http://www.cars.com/vehicledetail/cffd2782-1382-445f-b6ef-3fba85ba8a5f/
52,2011 Land Rover LR4 Base,"$19,995","69,401 mi.","
MAG Motor Company
",http://www.cars.com/vehicledetail/d9bdc724-6ade-4b93-89bb-c62822e9d71a/
53,2010 Porsche Panamera 4S,"$28,999","52,578 mi.","
Mercedes-Benz of Walnut Creek
",http://www.cars.com/vehicledetail/caf54740-f5a0-477d-b86b-008e5fadddf1/
54,2012 Rolls-Royce Ghost ,"$121,962","17,541 mi.","
Luxury Cars Los Gatos LLC
",http://www.cars.com/vehicledetail/06568336-0029-4ac8-bae6-b1ae0ec7c1fc/
55,2008 Honda S2000 CR,"$69,990","86,236 mi.","
Elite Motor Cars
",http://www.cars.com/vehicledetail/5c4fd9e5-43ac-4aa0-bcd0-e3b60e6e4e97/
56,2016 Cadillac ATS-V Base,"$44,990","37,200 mi.","
Elite Motor Cars
",http://www.cars.com/vehicledetail/dcdb5674-a015-495c-ac6d-18bd0ccd34e1/
57,2016 Audi S4 3.0T Premium Plus,"$21,995","110,861 mi.","
Pre Owned Only of San Jose
",http://www.cars.com/vehicledetail/b00aef93-15ff-4681-bbe4-ca1a91c99178/
58,2015 INFINITI QX60 Base,"$19,998","115,423 mi.","
High Class Auto Sales
",http://www.cars.com/vehicledetail/2fe6569c-9de4-4467-b9b3-d22ba34c3dc4/
59,2015 BMW 428 i,"$22,998","65,616 mi.","
High Class Auto Sales
",http://www.cars.com/vehicledetail/445e27c8-8855-48b8-925a-2ac99ef4ab3a/
60,2018 Audi A5 2.0T Premium Plus,"$31,517","45,295 mi.","
BMW of Mountain View
",http://www.cars.com/vehicledetail/e2b46451-4acc-47e8-90bb-f0e33db4e452/
61,2016 Nissan 370Z Sport Tech,"$31,900","19,984 mi.","
Volvo Cars Palo Alto
",http://www.cars.com/vehicledetail/7e55daf9-6515-45b2-a011-bfff69e9da34/
62,2019 Cadillac XT4 Sport,"$34,999","31,642 mi.","
Folsom Chevrolet
",http://www.cars.com/vehicledetail/2868c656-b54d-4d78-96ff-b03c533a40f5/
63,2021 BMW 530e 530e xDrive,"$52,995","4,135 mi.","
Sears Imported Autos
",http://www.cars.com/vehicledetail/1ab17132-b9a8-40c6-894b-f0af26664c79/
64,2021 Ford Transit Connect XL,"$33,766","34,164 mi.","
Folsom Lake Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/c985eca7-c456-4308-b1bf-092a87245d67/
65,2020 Jaguar F-PACE SVR,"$72,995","22,050 mi.","
Mercedes-Benz of El Dorado Hills
",http://www.cars.com/vehicledetail/33915f93-fe45-4b15-b9be-a125430b20a2/
66,2022 Toyota GR86 Premium,"$39,981","3,761 mi.","
One Toyota Of Oakland
",http://www.cars.com/vehicledetail/b2079d01-7fc4-47ee-ba63-1e5c2e851350/
67,2017 BMW M3 Base,"$53,993","38,874 mi.","
Niello BMW Mini
",http://www.cars.com/vehicledetail/4cd7c5df-3f56-4005-92f7-cd0480f04347/
68,2018 BMW M6 Base,"$66,996","7,621 mi.","
Niello BMW Mini
",http://www.cars.com/vehicledetail/130bb7b3-b760-4481-90f1-1aadef9c2ce0/
69,2014 Cadillac Escalade ESV Premium,"$30,640","77,046 mi.","
Watsonville Cadillac Buick GMC
",http://www.cars.com/vehicledetail/416f7aee-7bf6-4c82-a540-a236410ae2e7/
70,2012 Honda Civic Si,"$16,977","103,444 mi.","
Car Expo Auto Center
",http://www.cars.com/vehicledetail/1fa48f52-7ff5-4a2f-bf84-a5acd9e4b2b1/
71,2012 Honda Fit Sport,"$11,994","81,647 mi.","
Car Expo Auto Center
",http://www.cars.com/vehicledetail/2f0f7d10-8233-476f-93b8-69a954b0cdb1/
72,2017 Nissan NV200 S,"$22,998","72,000 mi.","
Choice Auto ' N ' Truck
",http://www.cars.com/vehicledetail/404521c4-ba94-40c6-8eff-3a3d849edae0/
73,2015 GMC Acadia Denali,"$19,998","93,000 mi.","
Choice Auto ' N ' Truck
",http://www.cars.com/vehicledetail/8874344e-7eb4-4186-97ad-ea4eb45811ba/
74,2016 Nissan NV200 S,"$23,997","45,000 mi.","
Choice Auto ' N ' Truck
",http://www.cars.com/vehicledetail/ab3593a7-99fa-42a7-84ef-d65195cac3ea/
75,2017 BMW 330 Gran Turismo i xDrive,"$26,375","48,461 mi.","
Kareem Auto Sales
",http://www.cars.com/vehicledetail/f31b61c0-eac8-490c-8f93-887193189488/
76,2021 Audi RS 7 4.0T quattro,"$127,485","1,915 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/12220798-f580-423c-b6ec-9667f736c210/
77,2017 Kia Niro Touring,"$25,543","26,517 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/2a7ae0de-a638-4d2e-bf5e-55b2212b2549/
78,2019 Lexus UX 250h UX 250h,"$35,211","22,606 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/5602c749-c4a9-40e1-a18d-592f87533592/
79,2019 Audi S5 3.0T Premium Plus,"$51,251","19,929 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/9ba6e65b-1197-4c30-aaf6-38fa72118ebe/
80,2021 Lexus NX 300 F Sport,"$41,251","14,711 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/7438ab14-8081-4fc5-bf60-2aecf922f987/
81,2021 Kia Seltos SX,"$30,000","15,732 mi.","
Folsom Lake Ford
",http://www.cars.com/vehicledetail/f0dda4c6-4d80-45e6-bc90-0d9ccee687ea/
82,2021 Volkswagen Tiguan 2.0T SE R-Line Black,"$29,500","12,889 mi.","
Madera Ford
",http://www.cars.com/vehicledetail/e9bc082f-bc4b-45ae-952d-8309ef4338cd/
83,2014 Land Rover Range Rover 3.0L Supercharged HSE,"$33,000","74,943 mi.","
Madera Ford
",http://www.cars.com/vehicledetail/b4603b7d-0763-446e-95ea-f3e325c59793/
84,2021 Cadillac XT4 Sport,"$44,685","21,621 mi.","
Prestige Chrysler Dodge Jeep RAM
",http://www.cars.com/vehicledetail/2938096b-a9f6-4e20-a6c0-6517441d1595/
85,2005 Ford Mustang GT Deluxe,"$11,400","71,945 mi.","
Madera Ford
",http://www.cars.com/vehicledetail/a49260e0-8fb7-404d-b21d-36b875f03360/
86,2011 Honda Element EX,"$16,999","124,705 mi.","
A-1 Auto Wholesale
",http://www.cars.com/vehicledetail/f2cfa0bc-d6d0-4405-af58-a972a2b36b0d/
87,2021 Audi S7 2.9T Premium Plus,"$87,899","8,386 mi.","
Niello Audi
",http://www.cars.com/vehicledetail/929d7e6e-7649-48eb-9f22-ac98f7ef3c8c/
88,2021 Honda Odyssey Touring,"$45,495","15,126 mi.","
Sacramento Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/e638486a-82bf-4658-a911-0d2b20e4d3b0/
89,2021 BMW M5 Base,"$96,995","12,611 mi.","
Sacramento Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/0390a7b9-c219-40e3-94c6-a1f2add54e0b/
90,2016 Cadillac Escalade Luxury,"$42,991","83,338 mi.","
Auto Star Motors
",http://www.cars.com/vehicledetail/dc3935f1-6cb3-439d-8ff0-9778043651b0/
91,2020 Lincoln Aviator Reserve RWD,"$55,776","13,892 mi.","
Future Ford of Sacramento
",http://www.cars.com/vehicledetail/0f29a7a5-3371-42b9-b04d-2dd076fb8683/
92,2019 Ford Ranger XLT,"$31,350","32,604 mi.","
Ron Dupratt Ford
",http://www.cars.com/vehicledetail/d7356550-a42f-464b-8a71-d1d6a132adaf/
93,2018 Chevrolet Bolt EV Premier,"$23,957","73,334 mi.","
Mazzei Chevrolet
",http://www.cars.com/vehicledetail/4055dd65-c10e-4a31-8034-c88efe5c885c/
94,2019 Genesis G70 2.0T Advanced,"$29,997","22,493 mi.","
Shottenkirk Honda Davis
",http://www.cars.com/vehicledetail/aa0059c4-88f0-4bfb-be06-91469b87d1cf/
95,2017 Lexus IS 200t Base,"$28,487","49,335 mi.","
BMW of Fairfield
",http://www.cars.com/vehicledetail/6ff5cbd1-c6e1-4970-a703-54e14cc81c41/
96,2021 Ford Bronco Sport Base,"$30,211","9,824 mi.","
Ocean Honda Santa Cruz
",http://www.cars.com/vehicledetail/146188e8-963e-4cad-861e-178f1c63a66c/
97,2018 BMW 328d xDrive,"$31,000","24,690 mi.","
Sunwise Fairfield Preowned Superstore
",http://www.cars.com/vehicledetail/1cf6dd26-d171-48e5-9e63-6c0c2bfca6bf/
98,2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"$54,000","14,756 mi.","
Sunwise Fairfield Preowned Superstore
",http://www.cars.com/vehicledetail/64f91bc9-d466-4573-b600-91f6b6b259ae/
99,2019 BMW 440 Gran Coupe i xDrive,"$34,000","31,188 mi.","
Sunwise Fairfield Preowned Superstore
",http://www.cars.com/vehicledetail/202f5036-f0aa-4d13-9d8e-19596f664ec2/
100,2008 Nissan 350Z Grand Touring,"$15,295","75,196 mi.","
Armani Motors
",http://www.cars.com/vehicledetail/61446fa7-017d-4b48-ab09-558916d2fe44/
101,2021 Lincoln Navigator L Reserve,"$94,888","1,857 mi.","
Roseville Chevrolet
",http://www.cars.com/vehicledetail/8ab32a66-af83-4446-a253-9d4e257d4892/
102,2017 Lexus IS 200t Base,"$29,955","45,852 mi.","
AutoNation Honda Roseville
",http://www.cars.com/vehicledetail/9647c069-c230-4131-9706-bd06d56f1b54/
103,2020 BMW M5 Base,"$89,955","10,540 mi.","
AutoNation Chrysler Dodge Jeep Ram Roseville
",http://www.cars.com/vehicledetail/23bf59ed-750f-4182-87c3-c0611ba0dd7b/
104,2022 BMW i4 Gran Coupe M50,Not Priced,"2,937 mi.","
BMW of Roseville
",http://www.cars.com/vehicledetail/176042be-b532-42b4-977d-5257ba0bc508/
105,2022 GMC Yukon AT4,"$82,199","5,062 mi.","
Toyota of Lincoln Park
",http://www.cars.com/vehicledetail/153ccdd9-cf0a-4c0f-875e-07020d6e70cd/
106,2022 Nissan Pathfinder SV,"$42,997","2,043 mi.","
Future Nissan of Roseville
",http://www.cars.com/vehicledetail/e63dc8e4-0c57-416c-8da5-2bc5ccb6e65c/
107,2018 Kia Stinger Base,"$23,987","73,208 mi.","
Salinas Honda
",http://www.cars.com/vehicledetail/5ab4b5e1-3a7b-4e8c-b473-50005403f0d4/
108,2020 Porsche 718 Spyder Base,"$132,899","4,183 mi.","
Porsche Rocklin
",http://www.cars.com/vehicledetail/0b67b205-f8e3-4e63-910c-02f4cfee42b2/
109,2017 Porsche Panamera 4,"$69,995","47,951 mi.","
Porsche Rocklin
",http://www.cars.com/vehicledetail/10a96295-3684-4818-9ac7-8c21c8de19a7/
110,2014 Porsche Cayenne ,"$23,650","85,884 mi.","
Shift Bay Area
",http://www.cars.com/vehicledetail/3ba671d8-34ee-4ce1-aa53-075f3097cd95/
111,2014 Kia Optima SX Turbo,"$11,999","124,643 mi.","
BMW of San Francisco
",http://www.cars.com/vehicledetail/b026bc6e-23a8-4f89-91d5-630f6be0d6df/
112,2020 Audi SQ7 4.0T,"$77,500","12,508 mi.","
San Francisco Audi Volkswagen Volvo Cars
",http://www.cars.com/vehicledetail/ca7f91bb-0e06-4425-a7de-e40c70afd62b/
113,2019 Mazda CX-5 Grand Touring,"$26,998","23,723 mi.","
CarMax Serramonte - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/de3e6157-eec4-4222-9960-2f9a4663fe8a/
114,2020 Mercedes-Benz GLS 580 Base 4MATIC,"$93,987","20,430 mi.","
Mercedes-Benz of San Francisco / Smart Center San Francisco
",http://www.cars.com/vehicledetail/d054cf2f-3cc0-4047-b59d-9e95a0b20b6e/
115,2019 Audi A7 3.0T Premium Plus,"$50,997","19,664 mi.","
Honda of Serramonte
",http://www.cars.com/vehicledetail/978e112b-57a8-482c-bc1d-e69f38e6f67d/
116,1932 Ford Coupe CUSTOM,"$36,990","3,618 mi.","
Jimmy Vasser Chevrolet of Napa
",http://www.cars.com/vehicledetail/aadd1f4b-8ce4-460c-8820-a5b58316c854/
117,2021 Audi Q3 45 S line Premium,"$39,491","10,416 mi.","
Audi Fresno
",http://www.cars.com/vehicledetail/daefe197-e055-4c9e-8715-ccfe6dfd03ae/
118,2021 Audi Q3 40 Premium,"$38,999","16,285 mi.","
Audi Fresno
",http://www.cars.com/vehicledetail/f9d5f11f-f326-4a20-b800-5bd62b70a961/
119,2020 Mercedes-Benz Maybach S 650 Base,"$199,980","3,357 mi.","
Audi Fresno
",http://www.cars.com/vehicledetail/487ba09a-f437-469a-9710-9f2fd2a74306/
120,2022 Audi e-tron GT Premium Plus,"$101,660","3,057 mi.","
Audi Fresno
",http://www.cars.com/vehicledetail/6258772b-93e6-4e3c-81b8-408a4129b85d/
121,2014 Lamborghini Aventador LP700-4,"$386,336","6,894 mi.","
Audi Fresno
",http://www.cars.com/vehicledetail/b9b9e426-a106-4695-9137-bd89e779e86b/
122,2022 Mercedes-Benz GLE 350 Base,"$61,998","10,432 mi.","
Mercedes-Benz of Fresno
",http://www.cars.com/vehicledetail/9f0e93ae-803d-4d85-a0d7-516a2eafed05/
123,2015 INFINITI Q40 Base,"$18,777","46,974 mi.","
Mercedes-Benz of Fresno
",http://www.cars.com/vehicledetail/b9659193-90de-4f11-9eb0-9de6753c21a4/
124,2021 Lexus IS 350 F Sport,"$49,400","10,815 mi.","
Fresno Lexus
",http://www.cars.com/vehicledetail/49d396ba-0305-4fb6-bf26-d5e1f700f0f8/
125,2022 Porsche Macan Base,"$58,651","13,361 mi.","
Blackstone Chevrolet
",http://www.cars.com/vehicledetail/91026a08-9822-446d-aba4-ab2633b824ea/
126,2022 Mitsubishi Outlander SE,"$31,995","12,893 mi.","
The Faricy Boys
",http://www.cars.com/vehicledetail/1c719ab7-b56d-4a74-8c75-297631092945/
127,2018 BMW X3 xDrive30i,"$29,687","59,039 mi.","
Blackstone Chevrolet
",http://www.cars.com/vehicledetail/31f768be-b717-4b08-92cc-b6e761d5474a/
128,2018 BMW X3 xDrive30i,"$28,999","63,401 mi.","
Blackstone Chevrolet
",http://www.cars.com/vehicledetail/c3029da4-4351-41c5-9f11-30fd6c33a62f/
129,2016 BMW X4 xDrive28i,"$27,295","68,682 mi.","
Fresno Mitsubishi
",http://www.cars.com/vehicledetail/628ab00a-525c-4192-81be-dc281d3c7719/
130,2021 Volkswagen Atlas 3.6 V6 SE w/ Technology,"$30,895","47,049 mi.","
Lithia Hyundai of Fresno
",http://www.cars.com/vehicledetail/c594d1ba-2fbc-4393-bc1d-d724a222784f/
131,2019 Lexus UX 200 ,"$29,995","18,159 mi.","
Lithia Hyundai of Fresno
",http://www.cars.com/vehicledetail/c299ae29-4f97-47b1-9d77-8b9e80732989/
132,2014 INFINITI QX60 Base,"$14,995","117,180 mi.","
Lithia Hyundai of Fresno
",http://www.cars.com/vehicledetail/bbbb532d-c0a4-40e2-9660-46d2149bfc8c/
133,2019 Ford Escape Titanium,"$24,399","65,434 mi.","
Hertz Car Sales Fresno
",http://www.cars.com/vehicledetail/518722b5-8031-4bb2-87dc-1999db69824a/
134,2007 Toyota 4Runner SR5 Sport,"$22,999","124,500 mi.","
TRED Private Seller (Marin County)
",http://www.cars.com/vehicledetail/c2162509-b63a-4f98-9f52-8f66c5edf839/
135,2017 Mercedes-Benz Sprinter 3500XD ,"$99,988","40,041 mi.","
Marin Mazda
",http://www.cars.com/vehicledetail/31e214b2-d16e-456b-b7de-97454585da62/
136,2007 BMW 335 i,"$16,500","35,703 mi.","
Toyota Marin
",http://www.cars.com/vehicledetail/2e1d401d-5557-4849-8668-c57c30d315fd/
137,2010 Toyota Matrix S,"$12,000","79,522 mi.","
Toyota Marin
",http://www.cars.com/vehicledetail/8fbe3eaa-ae49-4006-b7b2-c54f1f9b47ca/
138,2018 GMC Acadia SLT-1,"$29,990","8,973 mi.","
BMW of Monterey
",http://www.cars.com/vehicledetail/b3281f27-bc46-485b-946e-06a51bc333fd/
139,2020 BMW X7 M50i,"$81,993","19,791 mi.","
BMW of Monterey
",http://www.cars.com/vehicledetail/86e4ecd1-ab36-4c50-95f9-e487dbfd78a6/
140,2016 Chevrolet Silverado 2500 LT,"$39,905","87,944 mi.","
Fresno/Clovis Autoplex
",http://www.cars.com/vehicledetail/e0d8b71c-ad17-4bda-b551-09cefdce7236/
141,2020 Mazda Mazda3 FWD w/Select Package,"$25,300","18,174 mi.","
Selma Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/717502dc-5cc1-422b-991f-c3db4220b1e6/
142,2020 Volvo V60 Cross Country T5,"$41,701","14,969 mi.","
Mercedes-Benz of Santa Rosa
",http://www.cars.com/vehicledetail/90a3fe49-fc00-4104-9ddc-9fab2b1f13a3/
143,2021 Lexus NX 300 Base,"$41,448","13,796 mi.","
Freeman Lexus
",http://www.cars.com/vehicledetail/f04b3f68-cfe6-4c16-be58-fbc08b20486a/
144,2021 Mercedes-Benz GLE 450 GLE 450,"$67,643","20,275 mi.","
Freeman Lexus
",http://www.cars.com/vehicledetail/168cddca-50d6-4a2c-8cf7-7d858cd37b2e/
145,2018 BMW 530e iPerformance,"$35,998","38,606 mi.","
CarMax Santa Rosa - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/2108d7e4-d679-463e-abb6-439ff29aa537/
146,2017 Chevrolet Bolt EV LT,"$23,977","40,059 mi.","
Ed Dena's Auto Center
",http://www.cars.com/vehicledetail/bfc50f04-4db8-4aeb-b395-1ef9627059d5/
147,2020 Land Rover Discovery Sport R-Dynamic S,"$35,000","40,381 mi.","
Honda of Downtown Chicago
",http://www.cars.com/vehicledetail/072286a3-3d54-49c6-b3f7-a7b44512f687/
148,2020 Cadillac XT4 Premium Luxury,"$29,495","59,907 mi.","
Lampe Chrysler Dodge Jeep RAM
",http://www.cars.com/vehicledetail/504e8ea4-47ea-472b-82c3-84adcdf87639/
