,Vehicle Name,Price,Mileage,Dealer Name,Link
27,2009 Mercedes-Benz S-Class S 550 4MATIC,"$16,981","84,760 mi.","
Mercedes-Benz of San Jose
",http://www.cars.com/vehicledetail/6d4c0bd8-78e3-4f02-809c-fcd1974c9db9/
28,2013 Nissan 370Z NISMO,"$30,609","48,000 mi.","
TRED Private Seller (San Jose)
",http://www.cars.com/vehicledetail/e207af1c-1b7f-4573-a0c7-551410bd8c24/
29,2019 Kia K900 Luxury,"$44,500","20,897 mi.","
Capitol Kia
",http://www.cars.com/vehicledetail/2201454d-7aaa-4e7a-91eb-51dc93264dab/
30,2022 BMW 530e 530e,"$58,998","9,135 mi.","
CarMax Capitol Expressway - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/1fde992c-ec5f-47c8-a947-2c782c26ae37/
31,2016 Cadillac ATS 2.0L Turbo,"$19,994","63,882 mi.","
Audi Fremont
",http://www.cars.com/vehicledetail/5affb589-76a7-4b43-aa4a-8e8226cd08f3/
32,2012 BMW X3 xDrive28i,"$15,887","57,492 mi.","
BMW of Fremont
",http://www.cars.com/vehicledetail/7d42ba26-610d-4dbb-bceb-b8ffec14decc/
33,2021 Acura TLX A-Spec,"$41,953","11,045 mi.","
Fletcher Jones Motorcars of Fremont
",http://www.cars.com/vehicledetail/9fd4b6c6-955c-4c31-89c0-9e81b3ad0e57/
34,2022 GMC Canyon Elevation Standard,"$32,490","9,916 mi.","
Capitol Buick GMC
",http://www.cars.com/vehicledetail/7aae6262-9eeb-401f-b420-9f06994c8a01/
35,2014 BMW 335 i,"$25,998","38,740 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/df066faf-cc0a-4414-b616-4556cf9ae5d3/
36,2012 GMC Yukon SLT,"$20,998","99,492 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/2917dae4-29be-4072-b11e-848ac15d361b/
37,2014 Chevrolet Express 2500 Work Van,"$20,995","92,112 mi.","
Elias Motors
",http://www.cars.com/vehicledetail/cd05f041-d2f3-4028-90e8-0779f597adcf/
38,2021 Subaru Legacy Premium,"$25,022","40,046 mi.","
Hertz Car Sales Hayward
",http://www.cars.com/vehicledetail/95b04e7c-ab6a-43e4-abbf-ce41ee284e2d/
39,2020 Hyundai IONIQ Hybrid Limited,"$27,999","25,672 mi.","
Stevens Creek BMW
",http://www.cars.com/vehicledetail/a8721eef-f345-4a7e-a8f5-381114e233b1/
40,2022 Mazda CX-9 Carbon Edition,"$42,540","2,221 mi.","
Stevens Creek Mazda
",http://www.cars.com/vehicledetail/4a6289c6-0839-4a03-9fef-26807e802519/
41,2011 Maserati Quattroporte S,"$19,955","74,064 mi.","
Mercedes-Benz of Stevens Creek
",http://www.cars.com/vehicledetail/cbfa964b-8da3-4f5f-89ad-20f91f8d8df7/
42,2018 Mazda Mazda6 Grand Touring,"$23,998","44,946 mi.","
Suburban Chevrolet
",http://www.cars.com/vehicledetail/00ac6eab-731f-441e-9563-e56dba08aa4f/
43,2016 Kia Soul +,"$12,950","100,750 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/cf2be49e-d59c-4b9a-ac4b-fe4cc2fdb392/
44,2015 Subaru Legacy 2.5i Limited,"$16,450","87,672 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/346076c2-ffb5-48c6-a83b-838c8ec6a6e6/
45,2014 Honda Accord EX-L,"$16,500","113,233 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/0a14a479-d546-4491-acd3-503b0d9169cf/
46,2007 Lexus IS 250 ,"$5,499","208,316 mi.","
TRED Private Seller (Palo Alto)
",http://www.cars.com/vehicledetail/3356c334-3df8-4445-aed9-fca12351a90b/
47,2016 Lexus RX 450h F Sport,"$37,950","74,172 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/42739697-ef9a-46f8-b6b9-7c6f4feebe9d/
48,2013 Audi Q7 3.0T Premium Plus,"$17,950","69,613 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/85438654-67e6-4ddd-94a7-b911d482ea3e/
49,2010 Honda CR-V LX,"$11,950","149,772 mi.","
Shift Sacramento - Online
",http://www.cars.com/vehicledetail/a6207999-2abe-4794-91a7-2f7615350348/
50,2020 Ford Shelby GT500 Base,"$89,888","6,947 mi.","
Calidad Motors, Inc
",http://www.cars.com/vehicledetail/98de25e3-b9a3-4e7e-bfe6-ace60302f6ed/
51,2022 Mercedes-Benz GLE 450 AWD 4MATIC,"$70,865","17,500 mi.","
Elk Grove Hyundai
",http://www.cars.com/vehicledetail/aee604ea-8301-4996-bd62-bab79e47760c/
52,2014 Subaru BRZ Limited,"$22,500","44,355 mi.","
Toyota Walnut Creek
",http://www.cars.com/vehicledetail/8023a01f-94a1-47b8-bb5d-27b3b36a3296/
53,2011 Land Rover LR4 Base,"$19,995","69,401 mi.","
MAG Motor Company
",http://www.cars.com/vehicledetail/d9bdc724-6ade-4b93-89bb-c62822e9d71a/
54,2010 Porsche Panamera 4S,"$28,999","52,578 mi.","
Mercedes-Benz of Walnut Creek
",http://www.cars.com/vehicledetail/caf54740-f5a0-477d-b86b-008e5fadddf1/
55,2020 Mercedes-Benz AMG CLS 53 Base 4MATIC,"$64,986","29,354 mi.","
Mercedes-Benz of Walnut Creek
",http://www.cars.com/vehicledetail/42cf3167-ec09-46b2-935b-0fe81d47e015/
56,2021 GMC Canyon AT4 w/Cloth,"$40,750","6,743 mi.","
Lehmer's Concord Buick GMC
",http://www.cars.com/vehicledetail/40e4fed6-c4ec-4c1f-830a-a328b89cb02f/
57,2011 Lexus HS 250h Premium,"$13,999","101,511 mi.","
Concord Honda
",http://www.cars.com/vehicledetail/cd1c6917-2ed7-4bfa-91a6-3f701c78eed1/
58,2016 Audi S4 3.0T Premium Plus,"$21,995","110,861 mi.","
Pre Owned Only of San Jose
",http://www.cars.com/vehicledetail/b00aef93-15ff-4681-bbe4-ca1a91c99178/
59,2021 Acura TLX Base,"$35,990","17,924 mi.","
Concord Mazda
",http://www.cars.com/vehicledetail/bc5b1069-8b64-4ce0-94e3-9e08397105ad/
60,2013 BMW 650 i,"$18,998","105,523 mi.","
High Class Auto Sales
",http://www.cars.com/vehicledetail/038385f7-fbd8-475e-8ee8-62acdd344b89/
61,2013 BMW 650 i xDrive,"$21,500","114,300 mi.",,http://www.cars.com/vehicledetail/6bfbebc1-984c-4b86-8e08-8a872148959a/
62,2012 Chevrolet Silverado 2500 Work Truck,"$22,499","136,837 mi.","
Black Diamond Auto Sales Inc
",http://www.cars.com/vehicledetail/47d4235a-adf2-4c48-a381-72f680777a6c/
63,2017 Maserati Levante S,"$39,492","69,361 mi.","
Prestige Imports Porsche
",http://www.cars.com/vehicledetail/057b9ee7-ccd9-4031-b239-fb098fcbfaa9/
64,2022 Ford Bronco ,"$51,223",414 mi.,"
Folsom Lake Kia
",http://www.cars.com/vehicledetail/6c3353be-f056-4569-bed0-c724ad5051b8/
65,2017 Maserati Quattroporte S GranSport,"$41,488","28,143 mi.","
Mercedes-Benz of El Dorado Hills
",http://www.cars.com/vehicledetail/05e37510-a3e0-4b80-a342-16e5d8d8ec31/
66,2017 BMW M3 Base,"$53,993","38,874 mi.","
Niello BMW Mini
",http://www.cars.com/vehicledetail/4cd7c5df-3f56-4005-92f7-cd0480f04347/
67,2018 BMW M6 Base,"$66,996","7,621 mi.","
Niello BMW Mini
",http://www.cars.com/vehicledetail/130bb7b3-b760-4481-90f1-1aadef9c2ce0/
68,2018 Hyundai Accent SE,"$14,231","80,200 mi.","
Car Expo Auto Center
",http://www.cars.com/vehicledetail/77c9a42e-63ed-4d61-b741-2d51d4272407/
69,2016 Nissan NV200 S,"$23,997","45,000 mi.","
Choice Auto ' N ' Truck
",http://www.cars.com/vehicledetail/ab3593a7-99fa-42a7-84ef-d65195cac3ea/
70,2017 BMW 330 Gran Turismo i xDrive,"$26,375","48,461 mi.","
Kareem Auto Sales
",http://www.cars.com/vehicledetail/f31b61c0-eac8-490c-8f93-887193189488/
71,2012 Land Rover LR2 Base,"$10,985","107,989 mi.","
Kareem Auto Sales
",http://www.cars.com/vehicledetail/2807bb1b-ddbe-4754-b552-a46611c40e9f/
72,2021 Audi RS 7 4.0T quattro,"$127,485","1,915 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/12220798-f580-423c-b6ec-9667f736c210/
73,2019 Lexus UX 250h UX 250h,"$35,211","22,606 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/5602c749-c4a9-40e1-a18d-592f87533592/
74,2021 Genesis G80 3.5T,"$50,995","3,266 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/46bf4573-ea04-4e95-8bcb-6a05263fae6e/
75,2014 Land Rover Range Rover 3.0L Supercharged HSE,"$33,000","74,943 mi.","
Madera Ford
",http://www.cars.com/vehicledetail/b4603b7d-0763-446e-95ea-f3e325c59793/
76,2005 Ford Mustang GT Deluxe,"$11,400","71,945 mi.","
Madera Ford
",http://www.cars.com/vehicledetail/a49260e0-8fb7-404d-b21d-36b875f03360/
77,2019 GMC Canyon Denali,"$33,568","34,957 mi.","
Gill Auto Group Madera
",http://www.cars.com/vehicledetail/54d09214-f524-427e-8e28-ff3967fcdb46/
78,2011 Honda Element EX,"$16,999","124,705 mi.","
A-1 Auto Wholesale
",http://www.cars.com/vehicledetail/f2cfa0bc-d6d0-4405-af58-a972a2b36b0d/
79,2021 Audi S7 2.9T Premium Plus,"$87,899","8,386 mi.","
Niello Audi
",http://www.cars.com/vehicledetail/929d7e6e-7649-48eb-9f22-ac98f7ef3c8c/
80,2022 Mazda MX-5 Miata Grand Touring,"$33,495","1,003 mi.","
Sacramento Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/0932ac07-3dc2-4cb8-b56f-c3040793b681/
81,2021 Honda Odyssey Touring,"$45,495","15,126 mi.","
Sacramento Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/e638486a-82bf-4658-a911-0d2b20e4d3b0/
82,2016 Cadillac Escalade Luxury,"$42,991","83,338 mi.","
Auto Star Motors
",http://www.cars.com/vehicledetail/dc3935f1-6cb3-439d-8ff0-9778043651b0/
83,2021 Buick Enclave Essence,"$41,212","11,535 mi.","
Future Chevrolet of Sacramento
",http://www.cars.com/vehicledetail/f54d7a7f-ba4f-4d44-9e95-887ae4562d5b/
84,2018 BMW M550 i xDrive,"$53,980","34,604 mi.","
BMW of Minnetonka
",http://www.cars.com/vehicledetail/2451cb61-c829-47de-a5e7-af91054e6073/
85,2020 Toyota Yaris Sedan XLE,"$16,995","15,208 mi.","
Downtown Toyota-Subaru of Oakland
",http://www.cars.com/vehicledetail/d4971c08-bfb4-45e1-84b5-1c9b9facbd47/
86,2021 Chevrolet Tahoe Z71,"$64,990","33,214 mi.","
Vacaville Buick GMC
",http://www.cars.com/vehicledetail/a85d773c-6fb1-43f8-a5e0-de8de6efb298/
87,2019 Honda Insight EX,"$24,899","24,073 mi.","
Shottenkirk Honda Davis
",http://www.cars.com/vehicledetail/783e92f3-4533-44a3-aceb-069c471f703b/
88,2019 Honda Insight EX,"$26,674","40,120 mi.","
Shottenkirk Honda Davis
",http://www.cars.com/vehicledetail/00a76126-4bc9-4ad5-8de0-61e97aeda804/
89,2017 Lexus IS 200t Base,"$28,487","49,335 mi.","
BMW of Fairfield
",http://www.cars.com/vehicledetail/6ff5cbd1-c6e1-4970-a703-54e14cc81c41/
90,2020 BMW 530 i xDrive,"$37,187","36,685 mi.","
BMW of Fairfield
",http://www.cars.com/vehicledetail/c52bd518-138f-43a1-8a5f-ca6134f8ab20/
91,2018 BMW 328d xDrive,"$31,000","24,690 mi.","
Sunwise Fairfield Preowned Superstore
",http://www.cars.com/vehicledetail/1cf6dd26-d171-48e5-9e63-6c0c2bfca6bf/
92,2019 BMW 440 Gran Coupe i xDrive,"$34,000","31,188 mi.","
Sunwise Fairfield Preowned Superstore
",http://www.cars.com/vehicledetail/202f5036-f0aa-4d13-9d8e-19596f664ec2/
93,2008 Nissan 350Z Grand Touring,"$15,295","75,196 mi.","
Armani Motors
",http://www.cars.com/vehicledetail/61446fa7-017d-4b48-ab09-558916d2fe44/
94,2011 Land Rover Range Rover Sport HSE,"$12,795","138,338 mi.","
Armani Motors
",http://www.cars.com/vehicledetail/720db815-fb79-43d4-8dae-ca4a1f14643d/
95,2021 Lincoln Navigator L Reserve,"$94,888","1,857 mi.","
Roseville Chevrolet
",http://www.cars.com/vehicledetail/8ab32a66-af83-4446-a253-9d4e257d4892/
96,2020 Audi SQ5 3.0T Premium,"$45,955","28,057 mi.","
AutoNation Subaru Roseville
",http://www.cars.com/vehicledetail/e74d456a-24d5-4081-b14a-5c61a5f72024/
97,2016 BMW i8 Base,"$76,995","25,176 mi.","
AutoNation Subaru Roseville
",http://www.cars.com/vehicledetail/4b00ffab-8be8-4591-9b45-c77b637e7c9b/
98,2014 Chrysler 300C Base,"$11,971","125,405 mi.","
AutoNation Subaru Roseville
",http://www.cars.com/vehicledetail/ad488528-786a-49ec-bd7a-eb073fc0918d/
99,2020 BMW M5 Base,"$89,955","10,540 mi.","
AutoNation Chrysler Dodge Jeep Ram Roseville
",http://www.cars.com/vehicledetail/23bf59ed-750f-4182-87c3-c0611ba0dd7b/
100,2021 Honda Odyssey EX,"$38,555","17,607 mi.","
AutoNation Chrysler Dodge Jeep Ram Roseville
",http://www.cars.com/vehicledetail/37a66888-fa1f-4216-8a5d-baacd1780d97/
101,2022 BMW i4 Gran Coupe M50,Not Priced,"2,937 mi.","
BMW of Roseville
",http://www.cars.com/vehicledetail/176042be-b532-42b4-977d-5257ba0bc508/
102,2013 BMW M5 Base,"$28,977","99,423 mi.","
BMW of Roseville
",http://www.cars.com/vehicledetail/126e135b-4635-4407-939f-c57b99823298/
103,2020 Volkswagen Golf GTI 2.0T S,"$25,977","22,203 mi.","
Roseville Toyota
",http://www.cars.com/vehicledetail/a952f9b2-aa9b-4212-92e1-8303cbc862fb/
104,2017 Toyota Sequoia SR5,"$28,977","91,908 mi.","
Roseville Toyota
",http://www.cars.com/vehicledetail/75789142-2628-4e96-af50-9dbf3ab425ba/
105,2021 Mercedes-Benz C-Class C 300 4MATIC,"$40,999","9,305 mi.","
Sears Imported Autos
",http://www.cars.com/vehicledetail/028c6d27-c9ea-4819-95a1-52594aacac83/
106,2022 Nissan Pathfinder SV,"$42,997","2,043 mi.","
Future Nissan of Roseville
",http://www.cars.com/vehicledetail/e63dc8e4-0c57-416c-8da5-2bc5ccb6e65c/
107,2018 Lincoln Navigator Premiere,"$51,998","43,958 mi.","
CarMax Sacramento/Roseville - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/387cf4a5-54b6-4844-a30f-4987e9a44e28/
108,2018 Kia Stinger Base,"$23,987","73,208 mi.","
Salinas Honda
",http://www.cars.com/vehicledetail/5ab4b5e1-3a7b-4e8c-b473-50005403f0d4/
109,2003 Toyota Sequoia SR5,"$11,995","95,907 mi.","
Hayes Auto Sales
",http://www.cars.com/vehicledetail/f7ca20d1-ec4b-4167-a1e0-df349ed51533/
110,2021 Audi A6 allroad 55 quattro Premium Plus,"$64,950","9,424 mi.","
Shift Bay Area
",http://www.cars.com/vehicledetail/979910be-61b7-4e7c-8271-9d2613254149/
111,2013 Nissan Quest SL,"$14,650","80,230 mi.","
Shift Bay Area
",http://www.cars.com/vehicledetail/86a7731f-4b92-4037-ae08-f745d7c1a9e1/
112,2016 BMW X5 M Base,"$41,950","71,047 mi.","
Shift Bay Area
",http://www.cars.com/vehicledetail/e88701b1-5b8d-434f-896a-f0a7e50e79b8/
113,2020 Audi SQ7 4.0T,"$77,500","12,508 mi.","
San Francisco Audi Volkswagen Volvo Cars
",http://www.cars.com/vehicledetail/ca7f91bb-0e06-4425-a7de-e40c70afd62b/
114,2017 Kia Optima Plug-In Hybrid EX,"$23,500","50,656 mi.","
Hoblit Chrysler Dodge Jeep RAM
",http://www.cars.com/vehicledetail/87b850c8-67af-47d2-aa3b-dea8a3567ef6/
115,2002 Chevrolet Camaro Z28,"$27,991","30,081 mi.","
Stewart Chevrolet
",http://www.cars.com/vehicledetail/acf0a76b-f753-4c1a-8e9e-1ed797049191/
116,1932 Ford Coupe CUSTOM,"$36,990","3,618 mi.","
Jimmy Vasser Chevrolet of Napa
",http://www.cars.com/vehicledetail/aadd1f4b-8ce4-460c-8820-a5b58316c854/
117,2022 Audi e-tron GT Premium Plus,"$101,660","3,057 mi.","
Audi Fresno
",http://www.cars.com/vehicledetail/6258772b-93e6-4e3c-81b8-408a4129b85d/
118,2019 Honda Insight EX,"$24,333","79,461 mi.","
Audi Fresno
",http://www.cars.com/vehicledetail/893731e9-97d8-43e5-a6dc-b5dfefbdab67/
119,2014 Toyota RAV4 Limited,"$21,488","51,146 mi.","
Mercedes-Benz of Fresno
",http://www.cars.com/vehicledetail/ca14c2bb-e03b-4db3-9a9c-8f7991779db3/
120,2021 Mazda Mazda3 FWD w/Select Package,"$25,436","25,380 mi.","
Fresno Mitsubishi
",http://www.cars.com/vehicledetail/2bfb73cc-4665-4008-806a-f67cda2483bf/
121,2021 Nissan Maxima SR,"$36,895","25,185 mi.","
Lithia Hyundai of Fresno
",http://www.cars.com/vehicledetail/bc157260-efe2-4694-a6cb-fc40dd416f7c/
122,2014 Maserati Quattroporte S Q4,"$25,990","54,967 mi.","
INFINITI of Marin
",http://www.cars.com/vehicledetail/1752a01e-4455-4946-982c-b4f7c6c554fb/
123,2018 GMC Acadia SLT-1,"$29,990","8,973 mi.","
BMW of Monterey
",http://www.cars.com/vehicledetail/b3281f27-bc46-485b-946e-06a51bc333fd/
124,2020 BMW X7 M50i,"$81,993","19,791 mi.","
BMW of Monterey
",http://www.cars.com/vehicledetail/86e4ecd1-ab36-4c50-95f9-e487dbfd78a6/
125,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,"$69,992","11,199 mi.","
BMW of Monterey
",http://www.cars.com/vehicledetail/e4a3714f-6fe8-4701-b3c8-f346e100ee10/
126,2020 Nissan Frontier SV,"$30,500","23,007 mi.","
Rickenbaugh INFINITI
",http://www.cars.com/vehicledetail/082c3751-bb36-4dce-83a5-d74f538b9c9a/
127,2020 Land Rover Range Rover Base,"$84,000","15,805 mi.","
Jaguar Land Rover Volvo of Monterey
",http://www.cars.com/vehicledetail/6c5f8dde-4c94-4783-b7e1-0793b26a77e7/
128,2022 Kia Seltos EX,"$33,500","7,168 mi.","
Future Kia of Clovis
",http://www.cars.com/vehicledetail/d65aba33-1cdf-487e-8b01-254e2f4651ce/
129,2018 BMW M4 Base,"$52,980","46,040 mi.","
Haron Jaguar Land Rover
",http://www.cars.com/vehicledetail/c3002ef6-bf27-45a0-a14a-db2b11137b1d/
130,2019 Kia Stinger Base,"$30,590","28,033 mi.","
Carvana-Touchless Delivery To Your Home-Reno
",http://www.cars.com/vehicledetail/7521c9a5-89ea-4850-94c2-c9d502b70172/
131,2010 Toyota Tacoma Double Cab,"$15,000","184,397 mi.",,http://www.cars.com/vehicledetail/48888c97-6c85-425e-8690-98b7e6b311af/
132,2022 Chrysler Pacifica Limited,"$46,520","12,100 mi.","
Mercedes-Benz of Santa Rosa
",http://www.cars.com/vehicledetail/d25156ff-821e-40b6-a8fa-e41a9d3c8460/
133,2021 Mercedes-Benz GLE 450 GLE 450,"$67,643","20,275 mi.","
Freeman Lexus
",http://www.cars.com/vehicledetail/168cddca-50d6-4a2c-8cf7-7d858cd37b2e/
134,2019 Honda Pilot Touring 8-Passenger,"$35,998","41,679 mi.","
CarMax Santa Rosa - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/f23423b0-e9d1-4483-8039-fb8102057fca/
135,2020 Ford Expedition Limited,"$42,500","73,129 mi.","
Manly Hyundai
",http://www.cars.com/vehicledetail/e6d1ae22-a57d-4d50-b941-442ae0085687/
136,2017 Chevrolet Bolt EV LT,"$23,977","40,059 mi.","
Ed Dena's Auto Center
",http://www.cars.com/vehicledetail/bfc50f04-4db8-4aeb-b395-1ef9627059d5/
137,2019 Kia Stinger GT,"$36,476","36,892 mi.","
Keller Auto Group
",http://www.cars.com/vehicledetail/4c47ba11-8c85-4568-8e4d-7e7ae012e241/
138,2015 Ford F-350 Lariat Super Duty,"$53,995","18,114 mi.","
Carson City Toyota
",http://www.cars.com/vehicledetail/69331102-bca8-4847-8b72-91586c7b9ef2/
139,2019 GMC Canyon SLE,"$32,279","29,472 mi.","
Stone Chevrolet Buick GMC
",http://www.cars.com/vehicledetail/28cbab04-5e88-4d0f-b449-6e5f8fd81f2b/
140,2015 Toyota Sequoia Platinum,"$40,998","78,481 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/52c2c781-2eae-46f8-b781-f03d4aea215c/
141,2021 Toyota RAV4 Hybrid XSE,"$50,998","9,640 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/f5b76800-48f4-4b92-936e-fac65d5265bb/
142,2020 Jeep Wrangler Unlimited Rubicon,"$45,998","32,600 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/4d89c410-98f3-4c19-b094-44411194ab51/
143,2021 Mazda CX-5 Touring,"$25,995","49,224 mi.","
Tom Dolan's Reno KIA
",http://www.cars.com/vehicledetail/2ad341b3-bb57-453b-9a20-4c9f7ee3fc40/
144,2019 Lexus LX 570 ,"$72,497","33,410 mi.","
Dolan Lexus
",http://www.cars.com/vehicledetail/3fdf1d3c-e7bb-436c-b968-f8dfd1e3b891/
145,2018 Jaguar E-PACE S,"$35,497","18,524 mi.","
Dolan Lexus
",http://www.cars.com/vehicledetail/72babd04-aec9-4a52-9eb5-b87d448769c7/
146,2020 Ford F-350 Lariat Super Duty,"$78,940","15,126 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/3325c8b7-2310-4884-905f-9564918f1ed9/
147,2021 BMW 530e 530e xDrive,"$52,995","4,135 mi.","
Sears Imported Autos
",http://www.cars.com/vehicledetail/1ab17132-b9a8-40c6-894b-f0af26664c79/
148,2018 Toyota Corolla iM Base,"$22,198","24,314 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/95364eda-3306-4b2e-a874-22dc35c44df9/
149,2019 GMC Canyon All Terrain,"$38,989","24,232 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/4efca865-2f08-447d-a0b2-3a867219f524/
150,2021 Hyundai Palisade Calligraphy,"$48,965","24,278 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/dc4051c7-195c-4f0d-83c0-c5c860df13b0/
